pe_02x,pe_02y,pe_02z,pe_3x,pe_3y,pe_3z,he_02x,he_02y,he_02z,he_3x,he_3y,he_3z,max_x,max_y,max_z,min_x,min_y,min_z,pianch_x,pianch_y,pianch_z,average_x,average_y,average_z,std_x,std_y,std_z,eng_x,eng_y,eng_z,class
9,5,6,0,0,0,0.16796875,0.12890625,0.1953125,0,0,0,0.2592655,0.3531275,0.3084535,-0.3118885,-0.3614235,-0.360825,0.571154,0.714551,0.6692785,-0.007659385,-0.004972342,-0.010137358,0.156574998,0.184742443,0.185569842,6.291104089,8.74357532,8.842069424,S
8,1,6,0,0,0,0.16796875,0.0625,0.08984375,0,0,0,0.257774,0.287155,0.241776,-0.3022825,-0.2595845,-0.3322825,0.5600565,0.5467395,0.5740585,-0.014312488,0.018705337,-0.011458661,0.170194459,0.12459438,0.15387989,7.467981172,4.064004094,6.095573617,S
0,0,0,0,0,0,0,0,0,0,0,0,0.0361775,0.1044825,0.003436,-0.111691,-0.096699,-0.1132645,0.1478685,0.2011815,0.1167005,-0.031644033,0.010368261,-0.026697235,0.034877473,0.036178579,0.027623644,0.568753775,0.362703446,0.378519606,S
2,2,3,0,0,0,0.20703125,0.2578125,0.1640625,0,0,0,1.66054,1.171871,0.739732,-0.130615,-0.081792,-0.081319,1.791155,1.253663,0.821051,0.200478488,0.182492154,0.082918274,0.469446843,0.329408761,0.218169273,66.74661398,36.33756406,13.95203308,S
3,6,6,0,0,0,0.4453125,0.5,0.34765625,0,0,0,1.66054,1.171871,0.739732,-0.270357,-0.1464735,-0.0862075,1.930897,1.3183445,0.8259395,0.32884543,0.28814756,0.166349498,0.502799665,0.35546809,0.232636393,92.51052518,53.68599328,20.96638494,S
1,4,3,0,0,0,0.2421875,0.24609375,0.1875,0,0,0,0.94425,0.741437,0.526719,-1.404025,-1.0058095,-1.056629,2.348275,1.7472465,1.583348,-0.245432996,-0.16660165,-0.142967317,0.613861455,0.490973674,0.373630864,111.9484271,68.84343815,40.9905967,S
0,1,1,0,0,0,0,0.1484375,0.06640625,0,0,0,0.1949375,0.776551,0.4364455,-1.404025,-1.0058095,-1.056629,1.5989625,1.7823605,1.4930745,-0.389489041,-0.322046372,-0.24466156,0.434871464,0.449349118,0.333313634,87.40031693,78.3446087,43.82491718,S
1,3,1,0,0,0,0.046875,0.3359375,0.11328125,0,0,0,0.2842395,0.776937,0.4364455,-0.6155105,-0.9393105,-0.64322,0.89975,1.7162475,1.0796655,0.001239597,0.048722518,0.004819097,0.125173891,0.376582999,0.221036417,4.011531673,36.91466535,12.5133855,S
1,2,0,0,0,0,0.046875,0.19140625,0.05078125,0,0,0,0.2842395,0.776937,0.422524,-0.0411655,-0.0404935,-0.053363,0.325405,0.8174305,0.475887,0.022374829,0.1071678,0.030805253,0.069691266,0.159954165,0.089411104,1.37202204,9.501474585,2.290436115,S
0,0,0,0,0,0,0,0,0,0,0,0,0.007363,0.0571185,0.0070445,-0.027863,0.0070175,-0.036918,0.035226,0.050101,0.0439625,-0.013744473,0.021894539,-0.016760319,0.007546221,0.009635196,0.007940284,0.063128041,0.146964575,0.08833375,S
0,0,0,0,0,0,0,0,0,0,0,0,0.033202,0.0754675,0.0137475,-0.069229,-0.0514925,-0.06417,0.102431,0.12696,0.0779175,-0.009521148,0.024871045,-0.015540819,0.014583973,0.014818482,0.009836754,0.077746854,0.215186578,0.086840889,S
0,0,0,0,0,0,0,0,0,0,0,0,0.101958,0.089375,0.0368045,-0.165149,-0.135741,-0.1131255,0.267107,0.225116,0.14993,-0.016360646,0.012528377,-0.020235981,0.057366798,0.048480102,0.033461732,0.911274456,0.642020788,0.391880202,S
0,0,0,0,0,0,0,0,0,0,0,0,0.101958,0.09066,0.0368045,-0.170582,-0.19609,-0.160415,0.27254,0.28675,0.1972195,-0.038904683,-0.009569296,-0.033249333,0.069616039,0.065671463,0.045140309,1.629665203,1.12759557,0.805755922,S
1,1,1,0,0,0,0.10546875,0.1015625,0.00390625,0,0,0,0.442716,0.420154,0.200336,-0.170582,-0.19609,-0.160415,0.613298,0.616244,0.360751,0.007637543,0.041741233,-0.005313222,0.13427983,0.116955699,0.069234237,4.630945945,3.94950965,1.234360373,S
1,1,1,0,0,0,0.10546875,0.1015625,0.00390625,0,0,0,0.442716,0.420154,0.200336,-0.078568,0.002977,-0.0318245,0.521284,0.417177,0.2321605,0.053428354,0.075039187,0.018885996,0.11808302,0.094441739,0.054604167,4.303190876,3.730462034,0.854960434,S
0,0,0,0,0,0,0,0,0,0,0,0,0.120262,0.103324,0.052644,-0.188267,-0.115195,-0.085215,0.308529,0.218519,0.137859,-0.014988698,0.008344747,-0.020722895,0.079300604,0.060548675,0.039795511,1.66761585,0.956428511,0.515788433,S
1,1,0,0,0,0,0.046875,0.09375,0,0,0,0,0.222213,0.2609765,0.098084,-0.188267,-0.129842,-0.09897,0.41048,0.3908185,0.197054,-0.038283537,0.006435671,-0.02592123,0.109818041,0.103929529,0.055233258,3.464027273,2.775789246,0.953663386,S
1,1,0,0,0,0,0.046875,0.09375,0,0,0,0,0.222213,0.2609765,0.098084,-0.185583,-0.192746,-0.1254685,0.407796,0.4537225,0.2235525,-0.02673677,0.01240016,-0.020818696,0.106401391,0.105533664,0.056302947,3.081959253,2.890680047,0.922914037,S
0,0,0,0,0,0,0,0,0,0,0,0,0.1263275,0.1606755,0.0465125,-0.185583,-0.192746,-0.1254685,0.3119105,0.3534215,0.171981,-0.001039796,0.018661922,-0.017082516,0.073284906,0.070512538,0.04001582,1.375171296,1.362341302,0.484919838,S
0,0,0,0,0,0,0,0,0,0,0,0,0.1263275,0.1606755,0.0465125,-0.0752805,-0.0197735,-0.0406875,0.201608,0.180449,0.0872,0.008298463,0.033650381,-0.008472187,0.052095386,0.042186871,0.023305363,0.712464053,0.746624892,0.157490754,S
0,0,0,0,0,0,0,0,0,0,0,0,0.0421705,0.0677645,0.0060195,-0.0752805,-0.0197735,-0.0406875,0.117451,0.087538,0.046707,-0.016980732,0.017815054,-0.018022385,0.028953258,0.021771981,0.013111978,0.288707254,0.202914575,0.127487773,S
0,0,0,0,0,0,0,0,0,0,0,0,0.0421705,0.0677645,0.0060195,-0.0809455,-0.0265515,-0.0579575,0.123116,0.094316,0.063977,-0.01224507,0.022042255,-0.017104967,0.027147015,0.019848323,0.015498974,0.2271969,0.225718999,0.136688887,S
0,0,0,0,0,0,0,0,0,0,0,0,0.055334,0.0660665,0.0114445,-0.0809455,-0.0265515,-0.0579575,0.1362795,0.092618,0.069402,-0.01326007,0.02207637,-0.01770687,0.023886328,0.01673691,0.014276308,0.191250671,0.19696487,0.132754162,S
0,0,0,0,0,0,0,0,0,0,0,0,0.055334,0.0660665,0.0114445,-0.103211,-0.043177,-0.060826,0.158545,0.1092435,0.0722705,-0.013540907,0.022102724,-0.017301438,0.027996967,0.019333267,0.013278389,0.247783045,0.221238766,0.122067113,S
0,0,0,0,0,0,0,0,0,0,0,0,0.0097,0.0566055,0.0194745,-0.103211,-0.043177,-0.060826,0.112911,0.0997825,0.0803005,-0.020485251,0.020970848,-0.021246235,0.024032535,0.019115774,0.016949752,0.255704956,0.206568231,0.189557737,S
0,0,0,0,0,0,0,0,0,0,0,0,0.09385,0.1109875,0.0394545,-0.048981,-5.9E-05,-0.0528905,0.142831,0.1110465,0.092345,0.005774745,0.04090406,-0.006642411,0.035988893,0.028286812,0.023206924,0.340141664,0.634834333,0.149210953,S
0,0,0,0,0,0,0,0,0,0,0,0,0.09385,0.1109875,0.0394545,-0.3412905,-0.4710805,-0.2407365,0.4351405,0.582068,0.280191,-0.032537432,-0.018044014,-0.034513239,0.106165746,0.137042676,0.071242757,3.157500328,4.891533657,1.605464864,S
4,2,1,0,0,0,0.1328125,0.19140625,0.140625,0,0,0,0.449175,1.3938245,0.8815995,-0.3412905,-0.689819,-0.601834,0.7904655,2.0836435,1.4834335,-0.013512181,0.029598568,-0.03239916,0.171948892,0.443164938,0.258596749,7.615926728,50.50231299,17.38907769,S
5,3,2,0,0,0,0.21484375,0.26953125,0.203125,0,0,0,1.2787375,1.3938245,0.8919525,-0.6437185,-0.689819,-0.601834,1.922456,2.0836435,1.4937865,0.028042249,0.10678551,0.01106549,0.34318757,0.429030634,0.321282028,30.35318986,50.0518332,26.4563366,S
3,7,6,0,0,0,0.21484375,0.3359375,0.171875,0,0,0,1.2787375,0.7990885,0.8919525,-0.6437185,-0.12339,-0.33498,1.922456,0.9224785,1.2269325,0.050163562,0.139317428,0.060315401,0.33634046,0.186235097,0.227660971,29.60668607,13.86718075,14.2033091,S
2,10,6,0,0,0,0.12890625,0.3046875,0.109375,0,0,0,0.426192,0.5623135,0.3423835,-0.366245,-0.86056,-0.5711685,0.792437,1.4228735,0.913552,0.007534119,0.004150689,-0.006595418,0.161486747,0.304995488,0.193778958,6.690548296,23.81812314,9.624052237,S
0,5,1,0,0,0,0,0.12890625,0.00390625,0,0,0,0.110028,0.3537005,0.2014475,-0.366245,-0.86056,-0.5711685,0.476273,1.2142605,0.772616,-0.062844175,-0.063868008,-0.066830103,0.089755846,0.245363221,0.150264372,3.077357955,16.46033062,6.92815117,S
5,8,7,0,0,0,0.47265625,0.48828125,0.265625,0,0,0,1.9361635,1.308964,0.5553825,-1.7876535,-1.7043835,-0.656642,3.723817,3.0133475,1.2120245,0.127224218,0.140782667,0.029396189,0.868806233,0.666438537,0.26368894,197.3948157,118.7936009,18.02223831,US
7,15,7,0,0,0,0.44921875,0.484375,0.38671875,0,0,0,1.9361635,1.308964,0.994018,-3.1363845,-1.7127175,-2.027916,5.072548,3.0216815,3.021934,-0.100531282,0.022739257,-0.012324831,1.212092713,0.846331947,0.699220918,378.7045789,183.4999956,125.1999712,US
6,15,5,1,2,0,0.5625,0.484375,0.5078125,0,0,0,2.632561,2.1871675,1.6215655,-3.1363845,-1.7127175,-2.027916,5.7689455,3.899885,3.6494815,0.226388163,0.185449564,0.169394488,1.372766514,1.019558066,0.872611835,495.6005646,274.9502803,202.3060467,US
3,5,2,1,2,0,0.4140625,0.3203125,0.26953125,0,0,0,2.632561,2.1871675,1.6215655,-2.373522,-1.700355,-1.3262675,5.006083,3.8875225,2.947833,-0.093369385,-0.07645693,-0.034922002,1.330993108,1.034778242,0.758911693,455.7554046,275.6184335,147.7558446,US
4,2,0,0,0,0,0.16796875,0.19140625,0.02734375,0,0,0,0.9574585,0.729213,0.6638795,-2.373522,-2.28633,-2.745998,3.3309805,3.015543,3.4098775,-0.460936531,-0.547513414,-0.516242809,0.861759876,0.801813679,0.742304532,244.7161605,241.6248565,209.5523066,US
5,3,4,2,2,2,0.3359375,0.36328125,0.30078125,0,0.05078125,0,2.9871875,3.4673365,2.9735065,-1.1627955,-2.28633,-2.745998,4.149983,5.7536665,5.7195045,0.354737792,0.221358424,0.099391819,0.992265157,1.369033538,1.191484372,284.3956741,492.401609,365.9653968,US
4,3,7,3,3,4,0.453125,0.390625,0.42578125,0.0390625,0.0859375,0,3.86898,3.584415,2.9735065,-3.5941615,-2.9749565,-2.1865015,7.4631415,6.5593715,5.160008,0.200740663,0.301860743,0.248269076,1.692126907,1.684033767,1.280392858,743.3594091,749.4260665,435.5287493,US
5,2,3,1,1,2,0.26953125,0.15234375,0.1796875,0.0390625,0.03515625,0,3.86898,3.584415,2.4209005,-3.758459,-3.3921735,-2.1865015,7.627439,6.9765885,4.607402,-0.371664506,-0.504049646,-0.397014759,1.526057894,1.385308829,0.98670262,631.6868578,556.5795949,289.7455323,US
7,6,8,0,1,1,0.39453125,0.37109375,0.34765625,0,0,0,1.894527,2.984093,2.320997,-3.758459,-3.3921735,-1.4627095,5.652986,6.3762665,3.7837065,0.044057613,0.074483163,0.000151218,1.150762965,1.34344063,0.843745113,339.5082384,463.4629477,182.2478945,US
5,10,10,0,1,1,0.51953125,0.5390625,0.44921875,0,0,0,1.894527,2.984093,2.320997,-2.8391955,-2.217141,-0.842585,4.7337225,5.201234,3.163582,0.102218023,0.36826034,0.248688905,1.207737149,1.25484693,0.67431025,376.0943,437.9612787,132.2962103,US
4,9,9,0,0,0,0.44921875,0.41796875,0.3671875,0,0,0,1.558815,1.5347665,0.8186025,-2.8391955,-2.217141,-0.913637,4.3980105,3.7519075,1.7322395,-0.139552955,-0.027353749,0.021345576,1.112287929,0.889522021,0.42801763,321.7242977,202.7521474,47.01606525,US
8,6,10,0,0,0,0.45703125,0.3515625,0.32421875,0,0,0,1.555886,1.470524,0.8186025,-1.9831435,-1.937449,-2.6129745,3.5390295,3.407973,3.431577,-0.038374895,-0.225153253,-0.234484626,0.893734844,0.724255049,0.735774241,204.8615312,147.311971,152.7197571,US
7,6,5,2,3,1,0.45703125,0.38671875,0.36328125,0.0859375,0.1015625,0.00390625,3.8795665,3.484533,3.007195,-3.749257,-3.0851265,-2.6129745,7.6288235,6.5696595,5.6201695,0.111161002,-0.048964362,-0.09278485,1.725604063,1.665119323,1.225804418,765.4692918,710.4074842,386.877217,US
4,4,6,3,3,0,0.34375,0.375,0.46875,0.046875,0.05078125,0,3.285975,3.4654045,1.9915715,-3.510671,-3.3025855,-2.0603545,6.796646,6.76799,4.051926,-0.009719438,0.124072842,0.171712189,1.602303056,1.655024116,1.012135452,657.2722992,705.1671111,269.8287167,US
5,3,3,2,1,0,0.34765625,0.3125,0.17578125,0,0,0,2.186282,2.8549685,1.359431,-3.3373,-3.2049875,-1.3913495,5.523582,6.059956,2.7507805,-0.09429644,-0.085240379,-0.043615759,1.140464322,1.134246461,0.533763298,335.2538682,331.2151908,73.42413417,US
4,3,5,2,1,0,0.39453125,0.375,0.1640625,0,0,0,2.112253,2.2052105,0.484482,-2.4855755,-1.9892695,-0.6519145,4.5978285,4.19448,1.1363965,0.004986453,0.031558986,-0.014663298,1.169624761,0.988084449,0.220657867,350.2200432,250.1915489,12.51987109,US
4,4,4,2,1,0,0.3359375,0.3203125,0.12890625,0,0,0,2.1823675,2.2052105,0.484482,-2.4855755,-1.9892695,-0.6519145,4.667943,4.19448,1.1363965,0.113230259,0.11537044,-0.009531467,1.037640879,0.886318893,0.208622207,278.9298606,204.524419,11.16529379,US
4,4,1,1,0,0,0.3359375,0.30859375,0.01171875,0,0,0,2.1823675,1.449258,0.209877,-2.620843,-2.1022865,-1.324757,4.8032105,3.5515445,1.534634,-0.021317148,-0.02882657,-0.049665193,0.968750235,0.756202637,0.199511277,240.3669029,146.605221,10.82394018,US
5,2,2,1,1,1,0.47265625,0.3828125,0.20703125,0.046875,0.0625,0,3.882696,3.850904,2.8544295,-2.620843,-2.1022865,-1.4687405,6.503539,5.9531905,4.32317,0.25724128,0.215396619,0.059291716,1.27409337,1.291311196,0.879943118,432.5748427,438.7997545,199.1242575,US
13,4,4,1,1,1,0.51171875,0.25390625,0.30078125,0.046875,0.0625,0,3.882696,3.850904,2.8544295,-4.127159,-3.8242785,-2.087185,8.009855,7.6751825,4.9416145,0.070811753,-0.224619854,-0.270189788,1.609301541,1.644285405,1.158690172,664.2906476,705.1073686,362.4577544,US
13,4,3,0,0,0,0.46875,0.12890625,0.12890625,0,0,0,1.2302875,1.1188005,0.9140695,-4.127159,-3.8242785,-2.087185,5.3574465,4.943079,3.0012545,-0.304529064,-0.569584508,-0.390378877,1.253682284,1.091043484,0.729300154,426.1937864,388.1138395,175.3266376,US
6,3,3,0,1,2,0.328125,0.25,0.2265625,0,0.04296875,0,1.9571435,3.5568315,2.525117,-2.210222,-2.1401165,-3.315188,4.1673655,5.696948,5.840305,-0.078434187,0.142120263,0.080739821,0.731030681,1.077919177,1.033957314,138.388943,302.6398262,275.3567001,US
3,3,3,1,3,3,0.265625,0.3515625,0.38671875,0,0.10546875,0,2.8415335,3.8255315,2.809056,-2.3354995,-2.1401165,-3.315188,5.177033,5.965648,6.124244,0.039457095,0.376012375,0.27963186,1.138031179,1.532942264,1.341552299,331.9495448,637.9134921,480.8350699,US
3,3,6,2,3,1,0.31640625,0.3203125,0.27734375,0,0.0625,0,2.974211,3.8255315,2.809056,-2.9466745,-2.4790845,-3.1131075,5.9208855,6.304616,5.9221635,0.041206317,0.138927167,0.187169031,1.459152029,1.45802442,0.910661194,545.4922846,549.1741084,221.3050625,US
3,3,7,2,2,0,0.359375,0.37109375,0.1328125,0,0,0,2.980656,2.5545835,0.296277,-2.9466745,-2.4790845,-0.5155745,5.9273305,5.033668,0.8118515,-0.124760247,-0.10079923,-0.007478623,1.609238868,1.309780264,0.181731717,666.950568,441.7854758,8.469136691,US
3,4,3,2,3,0,0.38671875,0.38671875,0.0859375,0,0,0,2.980656,2.5545835,0.281209,-2.8389835,-2.4070855,-0.5155745,5.8196395,4.961669,0.7967835,-0.038154072,-0.023446588,-0.026015815,1.50229927,1.23115309,0.157621823,578.1413159,388.170194,6.53417102,US
2,5,3,2,5,0,0.34765625,0.33203125,0.09765625,0.05078125,0,0,3.5208785,2.812944,0.398237,-3.3729465,-2.7659645,-0.359721,6.893825,5.5789085,0.757958,0.011778379,0.0157893,-0.024670877,1.628336185,1.314708686,0.144654302,678.8142091,442.5495567,5.513189581,US
2,4,3,2,3,0,0.33984375,0.33203125,0.1171875,0.05078125,0,0,3.5208785,2.812944,0.398237,-3.3729465,-2.7659645,-0.359721,6.893825,5.5789085,0.757958,-0.00046777,0.001865556,-0.023702774,1.576286725,1.299227625,0.160364555,636.0780951,432.1269542,6.727886501,US
2,2,2,2,1,0,0.359375,0.35546875,0.1015625,0.0390625,0,0,3.3585055,2.5619995,0.346556,-3.244796,-2.8831585,-0.3259055,6.6033015,5.445158,0.6724615,0.01115499,-0.006978195,-0.025960204,1.571175336,1.315721166,0.144031509,631.991515,443.1797942,5.483939939,US
2,2,2,1,2,0,0.3046875,0.3203125,0.1171875,0.0390625,0,0,3.3585055,2.58776,0.468012,-3.244796,-2.8831585,-0.5620205,6.6033015,5.4709185,1.0300325,0.0026813,0.004988782,-0.051284416,1.439005763,1.329565363,0.202777012,530.1106699,452.548874,11.20227368,US
5,5,3,2,2,0,0.3984375,0.4609375,0.18359375,0,0,0,2.9567675,2.808283,0.5809365,-2.103732,-2.0031705,-0.8348145,5.0604995,4.8114535,1.415751,0.325553383,0.351525414,-0.02311021,1.076064626,1.154056175,0.283786693,323.6644064,372.710008,20.75419015,US
5,6,3,3,2,0,0.4140625,0.484375,0.17578125,0,0,0,2.9567675,2.967393,0.5809365,-3.681319,-4.076486,-0.8348145,6.6380865,7.043879,1.415751,0.248612097,0.237598488,-0.012649356,1.499172626,1.638751922,0.266023602,591.2494018,701.9984442,18.15787214,US
2,3,4,0,0,0,0.34765625,0.34375,0.12109375,0,0,0,1.7927935,1.936025,0.387829,-2.235311,-2.3864325,-0.476387,4.0281045,4.3224575,0.864216,-0.056978728,-0.06868192,-0.006280545,1.04037457,1.038940621,0.169950797,277.9234569,277.5381114,7.404255438,US
2,2,5,0,0,0,0.3203125,0.3203125,0.13671875,0,0,0,1.7927935,1.936025,0.387829,-2.235311,-2.3864325,-0.476387,4.0281045,4.3224575,0.864216,-0.19583766,-0.180274074,-0.003019809,1.034676975,1.085773654,0.184777323,283.9190132,310.1517099,8.742864345,US
3,4,4,2,3,0,0.40625,0.38671875,0.12890625,0.02734375,0,0,3.4733815,2.525881,1.5956735,-2.521561,-2.6285,-1.252218,5.9949425,5.154381,2.8478915,0.119445473,0.002653589,-0.041522932,1.310451903,1.288011355,0.43630141,443.2914285,424.6989615,49.17499121,US
2,3,7,2,3,0,0.3359375,0.3203125,0.24609375,0.0390625,0.01953125,0,3.4733815,3.745037,1.5956735,-2.521561,-2.6285,-1.252218,5.9949425,6.373537,2.8478915,0.127755724,0.018978138,-0.078129047,1.402767759,1.394622297,0.565194362,507.9405226,498.0052296,83.34660076,US
2,2,10,2,1,0,0.26171875,0.2890625,0.27734375,0.09375,0.09765625,0,4.172627,4.0950965,1.4577015,-3.205987,-2.653174,-1.3107685,7.378614,6.7482705,2.76847,-0.069660498,0.186833356,-0.113478992,1.788124027,1.654016727,0.648680855,819.7783236,709.328484,111.0309468,US
5,7,7,5,6,0,0.48046875,0.5078125,0.2421875,0.0859375,0.08203125,0,4.172627,4.0950965,1.4577015,-3.208136,-3.5605455,-1.3107685,7.380763,7.655642,2.76847,0.13686494,0.384851333,-0.099118298,2.146897423,2.043658596,0.627352205,1184.761274,1107.258768,103.2790022,US
6,9,4,3,5,0,0.4765625,0.49609375,0.31640625,0,0,0,2.805088,2.821372,0.946294,-3.208136,-3.5605455,-0.8867985,6.013224,6.3819175,1.8330925,-0.046488339,-0.045981813,0.017992889,1.650029079,1.750387994,0.451716559,697.539986,784.891063,52.31945164,US
6,8,5,1,2,0,0.4375,0.46484375,0.375,0,0,0,2.1586915,2.0515395,1.058945,-2.7394205,-3.38029,-0.6642795,4.898112,5.4318295,1.7232245,-0.185197119,-0.217691556,0.062053981,1.360524992,1.453947379,0.472204094,482.6778123,553.3536541,58.07166579,US
4,6,3,2,3,0,0.4921875,0.4921875,0.24609375,0,0.04296875,0,2.890542,3.477903,1.1538015,-2.4024105,-2.860974,-1.1665635,5.2929525,6.338877,2.320365,0.30859492,0.2841595,-0.084548679,1.317990045,1.493278375,0.546337674,469.1713484,591.6012402,78.24928182,US
1,2,2,1,1,0,0.2421875,0.23046875,0.2109375,0,0.04296875,0,2.890542,3.477903,1.219035,-2.733708,-3.202297,-1.1665635,5.62425,6.6802,2.3855985,-0.004435994,-0.017470893,0.004870134,1.14818871,1.350006943,0.51683148,337.4994095,466.6432434,68.38747884,US
1,1,2,1,1,0,0.14453125,0.14453125,0.21484375,0,0,0,2.5921205,2.5937465,1.219035,-2.733708,-3.202297,-1.2936515,5.3258285,5.7960435,2.5126865,-0.121523325,-0.134715278,0.025403922,1.049669507,1.133435699,0.468293896,285.8577099,333.5412688,56.30644569,US
4,2,4,1,2,0,0.28125,0.2890625,0.2109375,0,0,0,2.5921205,2.5937465,1.6382045,-2.6296595,-3.24925,-1.2936515,5.22178,5.8429965,2.931856,0.10809635,0.131888335,-0.059593553,1.122057734,1.302395812,0.578680778,325.3104697,438.7065165,86.6397971,US
4,3,5,0,1,0,0.32421875,0.34375,0.265625,0,0,0,1.810304,2.580364,1.7930195,-3.0727755,-3.8199585,-0.9473735,4.8830795,6.4003225,2.740393,-0.231995239,-0.249450442,0.111734126,1.270425062,1.553237688,0.631008894,427.0110389,633.6040722,105.1406098,US
7,8,3,0,1,0,0.45703125,0.48828125,0.24609375,0,0,0,1.7035115,2.288095,1.7930195,-3.0727755,-3.8199585,-1.237923,4.776287,6.1080535,3.0309425,-0.13681637,-0.145361465,0.061893947,1.263015227,1.572943107,0.628096924,413.1838213,638.8128027,101.9780021,US
7,7,2,0,2,0,0.48046875,0.5078125,0.2109375,0,0,0,1.7035115,2.5214215,1.433173,-2.3388085,-3.116437,-1.237923,4.04232,5.6378585,2.671096,0.195277889,0.305339961,-0.118373765,0.919936558,1.268508953,0.572818239,226.4488149,435.8941811,87.6000815,US
2,2,3,0,1,0,0.375,0.39453125,0.30859375,0,0,0,1.5521175,2.5214215,1.018199,-1.730316,-2.034968,-1.2119705,3.2824335,4.5563895,2.2301695,0.031366739,0.098206693,-0.029710572,0.813551701,1.049708065,0.536093788,169.6906461,284.5617281,73.80037536,US
2,2,2,0,0,0,0.32421875,0.34375,0.296875,0,0,0,1.6036145,1.8823295,1.018199,-1.730316,-2.034968,-1.051842,3.3339305,3.9172975,2.070041,-0.07573208,-0.058313274,0.023712656,0.816459183,0.917346101,0.490112041,172.1250174,216.304023,61.63822058,US
3,3,2,0,0,0,0.39453125,0.41796875,0.28515625,0,0,0,1.6036145,1.8823295,0.8658075,-1.398852,-1.6809945,-1.051842,3.0024665,3.563324,1.9176495,0.032093975,0.071112309,-0.033017375,0.765646332,0.863942497,0.468161068,150.3355782,192.377178,56.38891299,US
6,4,3,0,0,0,0.46875,0.51171875,0.28515625,0,0,0,1.107576,1.540325,0.8658075,-1.398852,-1.7258415,-0.6749925,2.506428,3.2661665,1.5408,0.002906584,0.02257434,-0.02926506,0.723611483,0.948482116,0.407322034,134.0472472,230.4332583,42.69338329,US
7,4,4,0,0,0,0.36328125,0.39453125,0.1640625,0,0,0,1.3158815,1.7832795,0.9699625,-1.591738,-2.0496425,-0.9409215,2.9076195,3.832922,1.910884,0.021081263,0.03719613,-0.039378233,0.66815279,0.963463667,0.374756968,114.3998225,237.9907056,36.35186885,US
7,5,5,0,2,0,0.38671875,0.359375,0.21484375,0,0,0,1.5180885,2.6038655,1.099759,-1.7190305,-2.792351,-1.1745875,3.237119,5.3962165,2.2743465,0.032034589,0.051359879,-0.050804895,0.8355494,1.241111852,0.516329015,178.9882942,395.0097335,68.91183902,US
6,8,2,0,2,0,0.59765625,0.53125,0.1328125,0,0,0,1.5180885,2.6038655,1.099759,-1.7190305,-2.792351,-1.1745875,3.237119,5.3962165,2.2743465,0.311517418,0.31063607,-0.147648866,0.75846964,1.108721601,0.41899107,172.2107829,339.490634,50.54434852,US
4,6,2,0,1,1,0.4453125,0.40234375,0.21484375,0,0.0234375,0,1.477595,3.2667655,2.1824855,-2.4592035,-3.500857,-1.5776825,3.9367985,6.7676225,3.760168,0.036069494,-0.03760266,0.04285123,0.971359565,1.4564734,0.752050365,241.8804469,543.4199673,145.2603269,US
11,9,3,0,6,2,0.34765625,0.26171875,0.3828125,0,0.0234375,0,1.4013015,3.2667655,2.3420565,-2.4592035,-3.500857,-1.5776825,3.860505,6.7676225,3.919739,-0.286699304,-0.499005623,0.254395553,1.044794007,1.781759259,0.968198474,300.5726942,876.7092098,256.608815,US
14,17,5,0,6,1,0.3984375,0.42578125,0.30078125,0,0,0,1.74477,2.780347,2.3420565,-1.953761,-3.4881675,-1.2709205,3.698531,6.2685145,3.612977,-0.04798072,0.189064761,0.109798996,0.861927481,1.492872262,0.774762916,190.7789121,579.7254923,156.764285,US
9,13,6,0,1,0,0.21484375,0.51953125,0.16015625,0,0,0,1.74477,2.780347,1.1373695,-1.953761,-2.966162,-1.092328,3.698531,5.746509,2.2296975,-0.043986698,0.310936477,-0.034492535,0.546684066,1.225784375,0.401493377,77.00629897,409.4992611,41.57217637,US
8,13,5,0,0,0,0.1171875,0.62890625,0.05078125,0,0,0,0.32474,1.4839735,0.2951775,-1.602445,-3.5155715,-0.51122,1.927185,4.999545,0.8063975,-0.070466,0.121036212,-0.042382556,0.343313495,1.224839474,0.165319367,31.44934647,387.8243142,7.458250501,US
9,12,5,0,3,0,0.2421875,0.5625,0.12890625,0,0.04296875,0,0.710258,3.4650645,1.293051,-1.6551155,-4.1082365,-1.1094795,2.3653735,7.573301,2.4025305,-0.044018105,-0.147245667,-0.06063134,0.46732154,1.976193402,0.442046021,56.40565346,1005.339223,50.96837234,US
6,4,3,0,3,0,0.203125,0.31640625,0.1328125,0,0.04296875,0,0.710258,3.4650645,1.293051,-1.6551155,-4.1082365,-1.1094795,2.3653735,7.573301,2.4025305,-0.037438027,-0.244726821,-0.042240683,0.391896301,1.904862685,0.435084504,39.67738666,944.2885164,48.91898123,US
6,8,3,0,4,0,0.1484375,0.33203125,0.171875,0,0,0,0.6308025,2.512359,1.673684,-0.495022,-2.08807,-1.4711025,1.1258245,4.600429,3.1447865,0.004367016,0.20627336,0.048867399,0.217227195,0.964161295,0.54892574,12.08494074,248.9144084,77.7515056,US
8,20,9,0,4,0,0.1796875,0.43359375,0.23828125,0,0,0,0.6453175,2.512359,1.673684,-1.389385,-3.1520105,-2.2876885,2.0347025,5.6643695,3.9613725,-0.039584634,-0.085466043,-0.049437126,0.371351922,1.185219904,0.735967547,35.70568048,361.4922749,139.2900625,US
